title,author,lyric,lyric_en,href
golden hour,JVKE,"It was just two lovers Sittin' in the car, listening to Blonde, fallin' for each other Pink and orange skies, feelin' super childish, no Donald Glover Missed call from my mother Like: Where you at tonight? Got no alibi I was all alone with the love of my life She's got glitter for skin, my radiant beam in the night I don't need no light to see you Shine It's your golden hour (oh) You slow down time In your golden hour (oh) We were just two lovers Feet up on the dash, drivin' nowhere fast, burnin' through the summer Radio on blast, make the moment last, she got solar power Minutes feel like hours She knew she was the baddest Can you even imagine fallin' like I did? For the love of my life She's got glow on her face, a glorious look in her eyes My angel of light I was all alone with the love of my life She's got glitter for skin, my radiant beam in the night I don't need no light to see you Shine It's your golden hour (oh) You slow down time In your golden hour (oh)","It was just two lovers Sittin' in the car, listening to Blonde, fallin' for each other Pink and orange skies, feelin' super childish, no Donald Glover Missed call from my mother Like: Where are you at tonight? Got no alibi I was all alone with the love of my life She's got glitter for skin, my radiant beam in the night I don't need no light to see you Shine It's your golden hour (oh) You slow down time In your golden hour (oh) We were just two lovers Feet up on the dash, drivin' nowhere fast, burnin' through the summer Radio on blast, make the moment last, she got solar power Minutes feel like hours She knew she was the baddest Can you even imagine fallin' like I did? For the love of my life She's got glow on her face, a glorious look in her eyes My angel of light I was all alone with the love of my life She's got glitter for skin, my radiant beam in the night I don't need no light to see you Shine It's your golden hour (oh) You slow down time In your golden hour (oh)",https://www.letras.mus.br/jvke/golden-hour/
Never Be Alone,Shawn Mendes,"I promise that one day I'll be around I'll keep you safe, I'll keep you sound Right now it's pretty crazy And I don't know how to stop or slow it down Hey I know there are some things we need to talk about And I can't stay Just let me hold you for a little longer now Take a piece of my heart And make it all your own So when we are apart You'll never be alone Never be alone You'll never be alone When you miss me, close your eyes I may be far, but never gone When you fall asleep tonight Just remember that we lay under the same stars And, hey I know there are some things we need to talk about And I can't stay Just let me hold you for a little longer now And take a piece of my heart And make it all your own So when we are apart You'll never be alone You'll never be alone You'll never be alone You'll never be alone You'll never be alone You'll never be alone And take a piece of my heart And make it all your own So when we are apart You'll never be alone You'll never be alone","I promise that one day I'll be around I'll keep you safe, I'll keep you sound Right now it's pretty crazy And I don't know how to stop or slow it down Hey I know there are some things we need to talk about And I can't stay Just let me hold you for a little longer now Take a piece of my heart And make it all your own So when we are apart You'll never be alone Never be alone You'll never be alone When you miss me, close your eyes I may be far, but never gone When you fall asleep tonight Just remember that we lay under the same stars And, hey I know there are some things we need to talk about And I can't stay Just let me hold you for a little longer now And take a piece of my heart And make it all your own So when we are apart You'll never be alone You'll never be alone You'll never be alone You'll never be alone You'll never be alone You'll never be alone And take a piece of my heart And make it all your own So when we are apart You'll never be alone You'll never be alone",https://www.letras.mus.br/shawn-mendes/never-be-alone/
Wrecking Ball,Miley Cyrus,"We clawed, we chained our hearts in vain We jumped never asking why We kissed, I fell under your spell A love no one could deny Don't you ever say I just walked away I will always want you I can't live a lie, running for my life I will always want you I came in like a wrecking ball I never hit so hard in love All I wanted was to break your walls All you ever did was wreck me Yeah, you, you wreck me I put you high up in the sky And now you're not coming down It slowly turned, you let me burn And now we're ashes on the ground Don't you ever say I just walked away I will always want you I can't live a lie, running for my life I will always want you I came in like a wrecking ball I never hit so hard in love All I wanted was to break your walls All you ever did was wreck me I came in like a wrecking ball Yeah, I just closed my eyes and swung Left me crashing in a blazing fall All you ever did was wreck me Yeah, you, you wreck me I never meant to start a war I just wanted you to let me in And instead of using force I guess I should've let you win I never meant to start a war I just wanted you to let me in I guess I should've let you win Don't you ever say I just walked away I will always want you I came in like a wrecking ball I never hit so hard in love All I wanted was to break your walls All you ever did was wreck me I came in like a wrecking ball Yeah, I just closed my eyes and swung Left me crashing in a blazing fall All you ever did was wreck me Yeah, you, you wreck me Yeah, you, you wreck me","We clawed, we chained our hearts in vain We jumped never asking why We kissed, I fell under your spell A love no one could deny Don't you ever say I just walked away I will always want you I can't live a lie , running for my life I will always want you I came in like a wrecking ball I never hit so hard in love All I wanted was to break your walls All you ever did was wreck me Yeah, you, you wreck me I put you high up in the sky And now you're not coming down It slowly turned, you let me burn And now we're ashes on the ground Don't you ever say I just walked away I will always want you I can't live a lie, running for my life I will always want you I came in like a wrecking ball I never hit so hard in love All I wanted was to break your walls All you ever did was wreck me I came in like a wrecking ball Yeah, I just closed my eyes and swung Left me crashing in a blazing fall All you ever did was wreck me Yeah, you, you wreck me I never meant to start a war I just wanted you to let me in And instead of using force I guess I should've let you win I never meant to start a war I just wanted you to let me in I guess I should've let you win Don't you ever say I just walked away I will always want you I came in like a wrecking ball I never hit so hard in love All I wanted was to break your walls All you ever did was wreck me I came in like a wrecking ball Yeah, I just closed my eyes and swung Left me crashing in a blazing fall All you ever did was wreck me Yeah, you, you wreck me Yeah, you, you wreck me",https://www.letras.mus.br/miley-cyrus/wrecking-ball/
We Don't Talk Anymore (feat. Selena Gomez),Charlie Puth,"We don't talk anymore We don't talk anymore We don't talk anymore, like we used to do We don't laugh anymore What was all of it for? Ooh We don't talk anymore, like we used to do I just heard you found the one you've been looking You've been looking for I wish I would have known that wasn't me 'Cause even after all this time, I still wonder Why I can't move on Just the way you did, so easily Don't wanna know Kinda dress you're wearing tonight If he's holding onto you so tight The way I did before I overdosed Should've known your love was a game Now I can't get you outta my brain Ooh, it's such a shame That we don't talk anymore We don't talk anymore We don't talk anymore, like we used to do We don't laugh anymore What was all of it for? Ooh We don't talk anymore, like we used to do I just hope you're lying next to somebody Who knows how to love you like me There must be a good reason that you're gone Every now and then, I think you might want me to come show up at your door But I'm just too afraid that I'll be wrong Don't wanna know If you're looking into her eyes If she's holding onto you so tight The way I did before I overdosed Should've known your love was a game Now I can't get you outta my brain Ooh, it's such a shame That we don't talk anymore (we don't, we don't) We don't talk anymore (we don't, we don't) We don't talk anymore, like we used to do We don't laugh anymore (we don't, we don't) What was all of it for? Ooh (we don't, we don't) We don't talk anymore, like we used to do Like we used to do  Don't wanna know Kinda dress you're wearing tonight If he's giving it to you just right The way I did before I overdosed Should've known your love was a game Now I can't get you outta my brain Ooh, it's such a shame That we don't talk anymore (we don't, we don't) We don't talk anymore (we don't, we don't) We don't talk anymore, like we used to do We don't laugh anymore (we don't, we don't) What was all of it for? Ooh (we don't, we don't) We don't talk anymore, like we used to do We don't talk anymore, oh (don't wanna know) (Kinda dress you're wearing tonight) oh (If he's holding onto you so tight) oh The way I did before We don't talk anymore (I overdosed) (Should've known your love was a game) oh (Now I can't get you outta my brain) woah Ooh, it's such a shame That we don't talk anymore","We don't talk anymore We don't talk anymore We don't talk anymore, like we used to do We don't laugh anymore What was all of it for? Ooh We don't talk anymore, like we used to do I just heard you found the one you've been looking for You've been looking for I wish I would have known that wasn't me 'Cause even after all this time, I still wonder Why I can't move on Just the way you did, so easily Don't wanna know Kinda dress you're wearing tonight If he's holding onto you so tight The way I did before I overdosed Should've known your love was a game Now I can't get you outta my brain Ooh, it's such a shame That we don't talk anymore We don't talk anymore We don't talk anymore, like we used to do We don't laugh anymore What was all of it for? Ooh We don't talk anymore, like we used to do I just hope you're lying next to somebody Who knows how to love you like me There must be a good reason that you're gone Every now and then, I think you might want me to come show up at your door But I'm just too afraid that I'll be wrong Don't wanna know If you're looking into her eyes If she's holding onto you so tight The way I did before I overdosed Should've known your love was a game Now I can't get you outta my brain Ooh, it's such a shame That we don't talk anymore (we don't, we don't) We don't talk anymore ( we don't, we don't) We don't talk anymore, like we used to do We don't laugh anymore (we don't, we don't) What was all of it for? Ooh (we don't, we don't) We don't talk anymore, like we used to do Like we used to do Don't wanna know Kinda dress you're wearing tonight If he's giving it to you just right The way I did before I overdosed Should've known your love was a game Now I can't get you outta my brain Ooh, it's such a shame That we don't talk anymore (we don't, we don't) We don't talk anymore (we don't, we don't) We don't talk anymore, like we used to do We don't laugh anymore (we don't, we don't) What was all of it is it? Ooh (we don't, we don't) We don't talk anymore, like we used to do We don't talk anymore, oh (don't wanna know) (Kinda dress you're wearing tonight) oh ( If he's holding onto you so tight) oh The way I did before We don't talk anymore (I overdosed) (Should've known your love was a game) oh (Now I can't get you outta my brain) woah Ooh , it's such a shame That we don't talk anymore",https://www.letras.mus.br/charlie-puth/we-dont-talk-anymore/
The One That Got Away,Katy Perry,"Summer after high school, when we first met We'd make out in your Mustang to Radiohead And on my eighteenth birthday we got matching tattoos Used to steal your parent's liquor and climb to the roof Talk about our future like we had a clue Never planned that one day I'd be losing you In another life, I would be your girl We'd keep all our promises, be us against the world In another life, I would make you stay So I don't have to say you were the one that got away The one that got away I was June and you were my Johnny Cash Never one without the other, we made a pact Sometimes when I miss you, I put those records on, whoa Someone said you had your tattoo removed Saw you downtown, singing the blues It's time to face the music, I'm no longer your muse In another life, I would be your girl We'd keep all our promises, be us against the world In another life, I would make you stay So I don't have to say you were the one that got away The one that got away The one The one The one The one that got away All this money can't buy me a time machine, no Can't replace you with a million rings, no I should have told you what you meant to me, whoa 'Cause now I pay the price In another life, I would be your girl We'd keep all our promises, be us against the world In another life, I would make you stay So I don't have to say you were the one that got away The one that got away The one (the one)  The one (the one) The one (the one) In another life, I would make you stay So I don't have to say you were the one that got away The one that got away","Summer after high school, when we first met We'd make out in your Mustang to Radiohead And on my eighteenth birthday we got matching tattoos Used to steal your parent's liquor and climb to the roof Talk about our future like we had a clue Never planned that one day I'd be losing you In another life, I would be your girl We'd keep all our promises, be us against the world In another life, I would make you stay So I don't have to say you were the one that got away The one that got away I was June and you were my Johnny Cash Never one without the other, we made a pact Sometimes when I miss you, I put those records on, whoa Someone said you had your tattoo removed Saw you downtown, singing the blues It's time to face the music, I'm no longer your muse In another life, I would be your girl We'd keep all our promises, be us against the world In another life, I would make you stay So I don't have to say you were the one that got away The one that got away The one The one The one The one that got away All this money can't buy me a time machine, no Can't replace you with a million rings, no I should have told you what you meant to me, whoa 'Cause now I pay the price In another life, I would be your girl We'd keep all our promises, be us against the world In another life , I would make you stay So I don't have to say you were the one that got away The one that got away The one (the one) The one (the one) The one (the one) In another life, I would make you stay So I don't have to say you were the one that got away The one that got away",https://www.letras.mus.br/katy-perry/1725495/
THE DINER,Billie Eilish,"Don't be afraid of me I'm what you need I saw you on the screens I know we're meant to be You're starring in my dreams In magazines, you're looking right at me I'm here around the clock I'm waiting on your block But please, don't call the cops They'll make me stop, and I just wanna talk Bet I could change your life You could be my wife (wife, wife) Could get into a fight I'll say you're right and you'll kiss me goodnight I waited on the corner till I saw the sitter leave Was easy getting over when I landed on my feet I came in through the kitchen looking for something to eat I left a calling card so they would know that it was me I tried to save you, but I failed Two-fifty-thousand-dollar bail (two hundred fifty thousand dollars) While I'm away, don't read my mail (don't read my mail) Just bring a veil (just bring a veil) And come visit me in jail (visit me in jail) I'll go back to the diner I'll write another letter (I'll write another letter) I hope you'll read it this time (this time) You better The cops around the corner stopped me when I tried to leave They told me I was crazy and they knocked me off my feet They came in through the kitchen looking for something discrete I left a calling card so that they would know that it was me (Know that it was me) I memorized your number, now I call you when I please I tried to end it all, but now I'm back up on my feet I saw you in the car with someone else and couldn't sleep If something happens to him, you can bet that it was me Three-nine-five-six Three-one-oh, eight-oh-seven, three-nine-five-six Three-one-oh, eight-oh-seven, three-nine-five-six","Don't be afraid of me I'm what you need I saw you on the screens I know we're meant to be You're starring in my dreams In magazines, you're looking right at me I'm here around the clock I'm waiting on your block But please, don't call the cops They'll make me stop, and I just wanna talk Bet I could change your life You could be my wife (wife, wife) Could get into a fight I'll say you're right and you'll kiss me goodnight I waited on the corner until I saw the sitter leave Was easy getting over when I landed on my feet I came in through the kitchen looking for something to eat I left a calling card so they would know that it was me I tried to save you, but I failed Two-fifty-thousand-dollar bail (two hundred fifty thousand dollars) While I'm away, don't read my mail (don't read my mail) Just bring a veil (just bring a veil) And come visit me in jail (visit me in jail) I'll go back to the diner I'll write another letter (I'll write another letter) I hope you'll read it this time (this time) You better The cops around the corner stopped me when I tried to leave They told me I was crazy and they knocked me off my feet They came in through the kitchen looking for something discrete I left a calling card so that they would know that it was me (Know that it was me) I memorized your number, now I call you when I please I tried to end it all, but now I'm back up on my feet I saw you in the car with someone else and couldn't sleep If something happens to him, you can bet that it was me Three-nine-five-six Three-one-oh, eight-oh-seven, three-nine-five- six Three-one-oh, eight-oh-seven, three-nine-five-six",https://www.letras.mus.br/billie-eilish/the-diner/
No Air (feat. Chris Brown),Jordin Sparks,"Tell me how I'm supposed to breathe with no air (air, air) Ooh, ooh, no If I should die before I wake It's 'cause you took my breath away Losing you is like living in a world with no air, oh I'm here alone, didn't wanna leave My heart won't move, it's incomplete Wish there was a way that I can make you understand But how do you expect me To live alone with just me? 'Cause my world revolves around you It's so hard for me to breathe Tell me how I'm supposed to breathe with no air? Can't live, can't breathe with no air That's how I feel whenever you ain't there It's no air, no air Got me out here in the water so deep Tell me how you gon' be without me? If you ain't here, I just can't breathe It's no air, no air No air, air (oh) No air, air (no) No air, air (oh, ah) No air, air I walked, I ran, I jumped, I flew Right off the ground to flow to you There's no gravity to hold me down for real But somehow I'm still alive inside You took my breath, but I survived I don't know how, but I don't even care So how do you expect me To live alone with just me? (Oh, oh) 'Cause my world revolves around you It's so hard for me to breathe Tell me how I'm supposed to breathe with no air? (Oh, oh) Can't live, can't breathe with no air (oh, oh) That's how I feel whenever you ain't there It's no air, no air Got me out here in the water so deep (so deep) Tell me how you gon' be without me? (Without me, yeah) If you ain't here, I just can't breathe (breathe, no) It's no air, no air (no air) No air, air (oh) No air, air (oh, no) No air, air (no) No air, air (no more) (No air) Oh, baby, oh It's no air, no air Hey, oh, no air, oh (no air) Oh, oh Tell me how I'm supposed to breathe with no air? (No air) Can't live, can't breathe with no air (oh, no air) That's how I feel whenever you ain't there (ain't there) It's no air, no air (no breathing, no breathing at all) Got me out here in the water so deep (so deep, so deep) Tell me how you gon' be without me? (Without me, yeah) If you ain't here, I just can't breathe (can't be without you, baby) It's no air, no air (breathe, no air) So how do you expect me (no air, air) To live alone with just me? (Live, baby, live, yeah) 'Cause my world revolves around you (oh, oh) It's so hard for me to breathe (hard for me to breathe, oh) Tell me how I'm supposed to breathe with no air? (No air) Can't live, can't breathe with no air (no, no, no, no) That's how I feel whenever you ain't there (oh, not there) It's no air, no air Got me out here in the water so deep Tell me how you gon' be without me? If you ain't here, I just can't breathe It's no air, no air Oh (no air, air) Oh, oh (no air, air) No air, oh (no air, air) No air","Tell me how I'm supposed to breathe with no air (air, air) Ooh, ooh, no If I should die before I wake It's 'cause you took my breath away Losing you is like living in a world with no air, oh I'm here alone, didn't wanna leave My heart won't move, it's incomplete Wish there was a way that I can make you understand But how do you expect me To live alone with just me? 'Cause my world revolves around you It's so hard for me to breathe Tell me how I'm supposed to breathe with no air? Can't live, can't breathe with no air That's how I feel whenever you ain't there It's no air, no air Got me out here in the water so deep Tell me how you gon' be without me? If you ain't here, I just can't breathe It's no air, no air No air, air (oh) No air, air (no) No air, air (oh, ah) No air, air I walked, I ran, I jumped, I flew Right off the ground to flow to you There's no gravity to hold me down for real But somehow I'm still alive inside You took my breath, but I survived I don't know how, but I don 't even care So how do you expect me To live alone with just me? (Oh, oh) 'Cause my world revolves around you It's so hard for me to breathe Tell me how I'm supposed to breathe with no air? (Oh, oh) Can't live, can't breathe with no air (oh, oh) That's how I feel whenever you ain't there It's no air, no air Got me out here in the water so deep (so deep ) Tell me how you gon' be without me? (Without me, yeah) If you ain't here, I just can't breathe (breathe, no) It's no air, no air (no air) No air, air (oh) No air, air (oh, no) No air, air (no) No air, air (no more) (No air) Oh, baby, oh It's no air, no air Hey, oh, no air, oh (no air) Oh, oh Tell me how I' m supposed to breathe with no air? (No air) Can't live, can't breathe with no air (oh, no air) That's how I feel whenever you ain't there (ain't there) It's no air, no air (no breathing, no breathing at all) Got me out here in the water so deep (so deep, so deep) Tell me how you gon' be without me? (Without me, yeah) If you ain't here, I just can't breathe (can't be without you, baby) It's no air, no air (breathe, no air) So how do you expect me (no air , air) To live alone with just me? (Live, baby, live, yeah) 'Cause my world revolves around you (oh, oh) It's so hard for me to breathe (hard for me to breathe, oh) Tell me how I'm supposed to breathe with no air? (No air) Can't live, can't breathe with no air (no, no, no, no) That's how I feel whenever you ain't there (oh, not there) It's no air, no air Got me out here in the water so deep Tell me how you gon' be without me? If you ain't here, I just can't breathe It's no air, no air Oh (no air, air) Oh, oh (no air, air) No air, oh (no air, air) No air",https://www.letras.mus.br/jordin-sparks/1125974/
Ghost,Justin Bieber,"Youngblood thinks there's always tomorrow I miss your touch some nights when I'm hollow I know you crossed a bridge that I can't follow Since the love that you left is all that I get I want you to know that If I can't be close to you I'll settle for the ghost of you I miss you more than life And if you can't be next to me Your memory is ecstasy I miss you more than life I miss you more than life Youngblood thinks there's always tomorrow I need more time, but time can't be borrowed I'd leave it all behind if I could follow Since the love that you left is all that I get I want you to know that If I can't be close to you I'll settle for the ghost of you I miss you more than life, yeah And if you can't be next to me Your memory is ecstasy, oh I miss you more than life I miss you more than life, oh, oh I miss you more than life So if I can't be close to you I'll settle for the ghost of you I miss you more than life And if you can't be next to me Your memory is ecstasy I miss you more than life I miss you more than life","Youngblood thinks there's always tomorrow I miss your touch some nights when I'm hollow I know you crossed a bridge that I can't follow Since the love that you left is all that I get I want you to know that If I can't be close to you I'll settle for the ghost of you I miss you more than life And if you can't be next to me Your memory is ecstasy I miss you more than life I miss you more than life Youngblood thinks there's always tomorrow I need more time, but time can't be borrowed I'd leave it all behind if I could follow Since the love that you left is all that I get I want you to know that If I can't be close to you I 'll settle for the ghost of you I miss you more than life, yeah And if you can't be next to me Your memory is ecstasy, oh I miss you more than life I miss you more than life, oh, oh I miss you more than life So if I can't be close to you I'll settle for the ghost of you I miss you more than life And if you can't be next to me Your memory is ecstasy I miss you more than life I miss you more than life",https://www.letras.mus.br/justin-bieber/ghost/
If I Were a Boy,Beyoncé,"If I were a boy Even just for a day I'd roll out of bed in the morning And throw on what I wanted then go Drink beer with the guys And chase after girls I'd kick it with who I wanted And I'd never get confronted for it 'Cause they'd stick up for me If I were a boy I think I could understand How it feels to love a girl I swear I'd be a better man I'd listen to her 'Cause I know how it hurts When you lose the one you wanted 'Cause he's taken you for granted And everything you had got destroyed If I were a boy I would turn off my phone Tell everyone it's broken So they'd think that I was sleeping alone I'd put myself first And make the rules as I go 'Cause I know that she'd be faithful Waiting for me to come home To come home If I were a boy I think I could understand How it feels to love a girl I swear I'd be a better man I'd listen to her 'Cause I know how it hurts When you lose the one you wanted 'Cause he's taken you for granted And everything you had got destroyed It's a little too late for you to come back Say it's just a mistake Think I'd forgive you like that If you thought I would wait for you You thought wrong But you're just a boy And you don't understand (And you don't understand, oh) How it feels to love a girl  Someday you'll wish you were a better man You don't listen to her You don't care how it hurts Until you lose the one you wanted 'Cause you've taken her for granted And everything you had got destroyed But you're just a boy","If I were a boy Even just for a day I'd roll out of bed in the morning And throw on what I wanted then go Drink beer with the guys And chase after girls I'd kick it with who I wanted And I'd never get confronted for it 'Cause they'd stick up for me If I were a boy I think I could understand How it feels to love a girl I swear I'd be a better man I'd listen to her 'Cause I know how it hurts When you lose the one you wanted 'Cause he's taken you for granted And everything you had got destroyed If I were a boy I would turn off my phone Tell everyone it's broken So they'd think that I was sleeping alone I' d put myself first And make the rules as I go 'Cause I know that she'd be faithful Waiting for me to come home To come home If I were a boy I think I could understand How it feels to love a girl I swear I 'd be a better man I'd listen to her 'Cause I know how it hurts When you lose the one you wanted 'Cause he's taken you for granted And everything you had got destroyed It's a little too late for you to come back Say it's just a mistake Think I'd forgive you like that If you thought I would wait for you You thought wrong But you're just a boy And you don't understand (And you don't understand, oh) How it feels to love a girl Someday you'll wish you were a better man You don't listen to her You don't care how it hurts Until you lose the one you wanted 'Cause you've taken her for granted And everything you had got destroyed But you're just a boy",https://www.letras.mus.br/beyonce/1443820/
Lucky (feat. Colbie Caillat),Jason Mraz,"Do you hear me? I'm talking to you Across the water, across the deep blue ocean Under the open sky, oh, my Baby, I'm trying Boy, I hear you in my dreams I feel your whisper across the sea I keep you with me in my heart You make it easier when life gets hard Lucky I'm in love with my best friend Lucky to have been where I have been Lucky to be coming home again Ooh, ooh, ooh Ooh, ooh, ooh They don't know how long it takes (they don't know how long it takes) Waiting for a love like this Every time we say goodbye (every time we say goodbye) I wish we had one more kiss I'll wait for you, I promise you I will, mmm Lucky I'm in love with my best friend Lucky to have been where I have been Lucky to be coming home again Lucky we're in love in every way Lucky to have stayed where we have stayed Lucky to be coming home someday And so I'm sailing through the sea To an island where we'll meet You'll hear the music fill the air I'll put a flower in your hair Though the breezes, through the trees You move so pretty, you're all I see As the world keep spinning 'round You hold me right here, right now Lucky I'm in love with my best friend Lucky to have been where I have been Lucky to be coming home again Lucky we're in love in every way Lucky to have stayed where we have stayed Lucky to be coming home someday Ooh, ooh, ooh, ooh, ooh Ooh, ooh, ooh, ooh, ooh Ooh, ooh, ooh, ooh, ooh Ooh, ooh, ooh, ooh, ooh","Do you hear me? I'm talking to you Across the water, across the deep blue ocean Under the open sky, oh, my Baby, I'm trying Boy, I hear you in my dreams I feel your whisper across the sea I keep you with me in my heart You make it easier when life gets hard Lucky I'm in love with my best friend Lucky to have been where I have been Lucky to be coming home again Ooh, ooh, ooh Ooh, ooh, ooh They don't know how long it takes (they don't know how long it takes) Waiting for a love like this Every time we say goodbye (every time we say goodbye) I wish we had one more kiss I'll wait for you, I promise you I will, mmm Lucky I'm in love with my best friend Lucky to have been where I have been Lucky to be coming home again Lucky we're in love in every way Lucky to have stayed where we have stayed Lucky to be coming home someday And so I'm sailing through the sea To an island where we'll meet You'll hear the music fill the air I'll put a flower in your hair Though the breezes, through the trees You move so pretty, you're all I see As the world keeps spinning 'round You hold me right here, right now Lucky I'm in love with my best friend Lucky to have been where I have been Lucky to be coming home again Lucky we're in love in every way Lucky to have stayed where we have stayed Lucky to be coming home someday Ooh, ooh, ooh, ooh, ooh Ooh, ooh, ooh, ooh, ooh Ooh, ooh, ooh, ooh, ooh Ooh, ooh, ooh, ooh, ooh",https://www.letras.mus.br/jason-mraz/1250366/
Let Me Down Slowly,Alec Benjamin,"This night is cold in the kingdom I can feel you fade away From the kitchen to the bathroom sink and Your steps keep me awake Don't cut me down, throw me out, leave me here to waste I once was a man with dignity and grace Now I'm slipping through the cracks of your cold embrace So, please, please Could you find a way to let me down slowly? A little sympathy, I hope you can show me If you wanna go, then I'll be so lonely If you're leaving, baby, let me down slowly Let me down, down Let me down, down Let me down, let me down, down Let me down, down, let me down If you wanna go, then I'll be so lonely If you're leaving, baby, let me down slowly Cold skin, drag my feet on the tile As I'm walking down the corridor And I know we haven't talked in a while So I'm looking for an open door Don't cut me down, throw me out, leave me here to waste I once was a man with dignity and grace Now I'm slipping through the cracks of your cold embrace So, please, please Could you find a way to let me down slowly? A little sympathy, I hope you can show me If you wanna go, then I'll be so lonely If you're leaving, baby let me down slowly Let me down, down Let me down, down Let me down, let me down, down Let me down, down, let me down If you wanna go, then I'll be so lonely If you're leaving, baby, let me down slowly And I can't stop myself from falling down And I can't stop myself from falling down And I can't stop myself from falling down And I can't stop myself from falling down Could you find a way to let me down slowly? A little sympathy, I hope you can show me If you wanna go, then I'll be so lonely If you're leaving, baby let me down slowly Let me down, down Let me down, down Let me down, let me down, down Let me down, down, let me down If you wanna go, then I'll be so lonely If you're leaving, baby, let me down slowly If you wanna go, then I'll be so lonely If you're leaving, baby, let me down slowly","This night is cold in the kingdom I can feel you fade away From the kitchen to the bathroom sink and Your steps keep me awake Don't cut me down, throw me out, leave me here to waste I once was a man with dignity and grace Now I'm slipping through the cracks of your cold embrace So, please, please Could you find a way to let me down slowly? A little sympathy, I hope you can show me If you wanna go, then I'll be so lonely If you're leaving, baby, let me down slowly Let me down, down Let me down, down Let me down, let me down, down Let me down, down, let me down If you wanna go, then I'll be so lonely If you're leaving, baby, let me down slowly Cold skin, drag my feet on the tile As I'm walking down the corridor And I know we haven't talked in a while So I'm looking for an open door Don't cut me down, throw me out, leave me here to waste I once was a man with dignity and grace Now I 'm slipping through the cracks of your cold embrace So, please, please Could you find a way to let me down slowly? A little sympathy, I hope you can show me If you wanna go, then I'll be so lonely If you're leaving, baby let me down slowly Let me down, down Let me down, down Let me down, let me down , down Let me down, down, let me down If you wanna go, then I'll be so lonely If you're leaving, baby, let me down slowly And I can't stop myself from falling down And I can't stop myself from falling down And I can't stop myself from falling down And I can't stop myself from falling down Could you find a way to let me down slowly? A little sympathy, I hope you can show me If you wanna go, then I'll be so lonely If you're leaving, baby let me down slowly Let me down, down Let me down, down Let me down, let me down , down Let me down, down, let me down If you wanna go, then I'll be so lonely If you're leaving, baby, let me down slowly If you wanna go, then I'll be so lonely If you' re leaving, baby, let me down slowly",https://www.letras.mus.br/alec-benjamin/let-me-down-slowly/
Long Live,Taylor Swift,"I said: Remember this moment In the back of my mind The time we stood with our shaking hands The crowds in stands went wild We were the kings and the queens And they read off our names The night you danced like you knew our lives Would never be the same You held your head like a hero On a history book page It was the end of a decade But the start of an age Long live the walls we crashed through How the kingdom lights shined just for me and you I was screaming: Long live all the magic we made And bring on all the pretenders One day, we will be remembered I said: Remember this feeling I passed the pictures around Of all the years that we stood there on the sidelines Wishing for right now We are the kings and the queens You traded your baseball cap for a crown When they gave us our trophies And we held them up for our town And the cynics were outraged Screaming: This is absurd 'Cause, for a moment, a band of thieves In ripped up jeans got to rule the world Long live the walls we crashed through How the kingdom lights shined just for me and you I was screaming: Long live all the magic we made And bring on all the pretenders I'm not afraid Long live all the mountains we moved I had the time of my life fighting dragons with you I was screaming: Long live that look on your face And bring on all the pretenders One day, we will be remembered Hold on to spinning around Confetti falls to the ground May these memories break our fall Will you take a moment? Promise me this That you'll stand by me forever But if, God forbid, fate should step in And force us into a goodbye If you have children someday When they point to the pictures Please, tell 'em my name Tell 'em how the crowds went wild Tell 'em how I hope they shine Long live the walls we crashed through I had the time of my life with you Long, long live the walls we crashed through How the kingdom lights shined just for me and you And I was screaming: Long live all the magic we made And bring on all the pretenders I'm not afraid Singing: Long live all the mountains we moved I had the time of my life fighting dragons with you And long, long live that look on your face And bring on all the pretenders One day, we will be remembered","I said: Remember this moment In the back of my mind The time we stood with our shaking hands The crowds in stands went wild We were the kings and the queens And they read off our names The night you danced like you knew our lives Would never be the same You held your head like a hero On a history book page It was the end of a decade But the beginning of an age Long live the walls we crashed through How the kingdom lights shined just for me and you I was screaming: Long live all the magic we made And bring on all the suitors One day, we will be remembered I said: Remember this feeling I passed the pictures around Of all the years that we stood there on the sidelines Wishing for right now We are the kings and the queens You traded your baseball cap for a crown When they gave us our trophies And we held them up for our town And the cynics were outraged Screaming: This is absurd 'Cause, for a moment, a band of thieves In ripped up jeans got to rule the world Long live the walls we crashed through How the kingdom lights shined just for me and you I was screaming: Long live all the magic we made And bring on all the suitors I'm not afraid Long live all the mountains we moved I had the time of my life fighting dragons with you I was screaming: Long live that look on your face And bring on all the suitors One day, we will be remembered Hold on to spinning around Confetti falls to the ground May these memories break our fall Will you take a moment? Promise me this That you'll stand by me forever But if, God forbid, fate should step in And force us into a goodbye If you have children someday When they point to the pictures Please, tell 'em my name Tell 'em how the crowds went wild Tell 'em how I hope they shine Long live the walls we crashed through I had the time of my life with you Long, long live the walls we crashed through How the kingdom lights shined just for me and you And I was screaming : Long live all the magic we made And bring on all the suitors I'm not afraid Singing: Long live all the mountains we moved I had the time of my life fighting dragons with you And long, long live that look on your face And bring on all the suitors One day, we will be remembered",https://www.letras.mus.br/taylor-swift/2004874/
