title,author,lyric,lyric_en,href
Até Que o Senhor Venha (Davi Fernandes e Cultura do Céu),Kaleb & Josh,"Oh, se você rasgar o céu Apenas mais uma vez Oh, se você descer e fizer Seus grandes feitos de novo Como nos tempos passados Mostra Teu braço forte oh, Grande Rei! Mostra a essa geração Teus prodígios e sinais Vem mais uma vez é faz tudo novo Vem mais uma vez é agita todo o meu ser Faz a eternidade se alinhar com o natural E na terra, nós que somos pó clamamos Aviva-nos, aviva-nos, aviva-nos, Senhor Fere meu coração Com uma ferida de fome por Ti Fere meu coração Com uma ferida de sede por Ti Ensina-me a clamar e a suplicar Até que o Senhor venha Até que o Senhor venha Eu vou clamar Até que o Senhor venha Eu não vou descansar Até que o Senhor venha Eu vou gastar a minha vida Diante do Teu altar Deus Diante do Teu altar Deus Até que o Senhor venha Eu vou clamar Até que o Senhor venha Eu não vou descansar Até que o Senhor venha Eu vou gastar a minha vida Diante do Teu altar Deus Diante do Teu altar Deus Fere meu coração Com uma ferida de fome por Ti Fere meu coração Com uma ferida de sede por Ti Ensina-me a clamar e a suplicar Até que o Senhor venha Até que o Senhor venha Eu vou clamar Até que o Senhor venha Eu não vou descansar Até que o Senhor venha Eu vou gastar a minha vida Diante do Teu altar Deus Diante do Teu altar Deus Até que o Senhor venha Eu vou clamar Até que o Senhor venha Eu não vou descansar Até que o Senhor venha Eu vou gastar a minha vida Diante do Teu altar Deus Diante do Teu altar Deus Até que o Senhor venha Eu vou clamar Até que o Senhor venha Eu não vou descansar Até que o Senhor venha Eu vou gastar a minha vida Diante do Teu altar Deus Diante do Teu altar Deus Até que o Senhor venha Eu vou clamar Até que o Senhor venha Eu não vou descansar Até que o Senhor venha Eu vou gastar a minha vida Diante do Teu altar Deus Diante do Teu altar Deus Até que o Senhor venha Eu vou clamar Até que o Senhor venha Eu não vou descansar Até que o Senhor venha Eu vou gastar a minha vida Diante do Teu altar Deus Diante do Teu altar Deus","Oh, if you tear the sky Just one more time Oh, if you come down and do Your great deeds again As in times past Show Your strong arm oh, Great King! Show this generation Your wonders and signs Come once again and make everything new Come once again and shake my entire being Make eternity align with the natural And on earth, we who are dust cry out Revive us, revive us , revive us, Lord Hurt my heart With a wound of hunger for You Hurt my heart With a wound of thirst for You Teach me to cry out and beg Until the Lord comes Until the Lord comes I will cry out Until the Lord come I will not rest Until the Lord comes I will spend my life Before Your altar God Before Your altar God Until the Lord comes I will cry Until the Lord comes I will not rest Until the Lord comes I I will spend my life Before Your altar God Before Your altar God Wound my heart With a wound of hunger for You Wound my heart With a wound of thirst for You Teach me to cry and to beg Until the Lord comes Until The Lord comes I will cry Until the Lord comes I will not rest Until the Lord comes I will spend my life Before Your altar God Before Your altar God Until the Lord comes I will cry Until the Lord comes I I will not rest Until the Lord comes I will spend my life Before Your altar God Before Your altar God Until the Lord comes I will cry Until the Lord comes I will not rest Until the Lord comes I will spend my life my life Before Your altar God Before Your altar God Until the Lord comes I will cry Until the Lord comes I will not rest Until the Lord comes I will spend my life Before Your altar God Before Your altar God Until the Lord comes I will cry Until the Lord comes I will not rest Until the Lord comes I will spend my life Before Your altar God Before Your altar God",https://www.letras.mus.br/kaleb-e-josh/ate-que-o-senhor-venha-davi-fernandes-e-cultura-do-ceu/
Pão da Vida,Padre Zeca,"Na comunhão, Jesus Se dá no pão O Cordeiro imolado é refeição Nosso alimento de amor e salvação Em torno deste altar somos irmãos O pão da vida és Tu, Jesus, o pão do céu O caminho, a verdade, via de amor Dom de Deus, nosso Redentor O pão da vida és Tu, Jesus, o pão do céu O caminho, a verdade, via de amor Dom de Deus, nosso Redentor","In communion, Jesus gives Himself in bread The sacrificed Lamb is a meal Our food of love and salvation Around this altar we are brothers The bread of life is You, Jesus, the bread of heaven The way, the truth, the way of love Gift of God , our Redeemer The bread of life is You, Jesus, the bread of heaven The way, the truth, the way of love Gift of God, our Redeemer",https://www.letras.mus.br/padre-zeca/291048/
Soldado Ferido (part. Pr. José Luiz Moisés),Voz da Verdade,"Há muitos feridos Choram de angústia e de dor Clamam por proteção e por paz Amigos que sofrem Sua necessidade atende hoje Não deixa o soldado ferido morrer Verta o bálsamo E a ferida sarará Protege-o com Teu manto de amor O pão partiremos, sim Descanso lhes darás E toda angústia sairá Não deixes fiéis soldados feridos morrer Seguindo Sua ordem Lutaram na frente para o Rei E o forte inimigo puderam vencer Mas por esse esforço Satã intentou suas vidas matar Não deixe o soldado ferido morrer Verta o bálsamo E a ferida sarará Protege-o com Teu manto de amor O pão partiremos, sim Descanso lhes darás E toda angústia sairá Não deixes fiéis soldados feridos morrer Não podes olhar sem socorrer O amor é mais forte, faz viver Não podes deixar um soldado ferido morrer","There are many wounded They cry in anguish and pain They cry out for protection and peace Friends who suffer Your needs are met today Don't let the wounded soldier die Pour the balm And the wound will heal Protect him with Your mantle of love We will break the bread, yes I give you rest You will give And all anguish will leave Do not let faithful wounded soldiers die Following Your order They fought in front for the King And the strong enemy could win But for this effort Satan intended to kill their lives Do not let the wounded soldier die Pour the balm And the wound will heal Protect o with Your mantle of love We will break the bread, yes You will give them rest And all anguish will leave Don't let faithful wounded soldiers die You can't look without helping Love is stronger, it makes you live You can't let a wounded soldier die",https://www.letras.mus.br/voz-da-verdade/1402599/
Eu Vou Construir,Juliano Son,"Digno desta canção só Tu és, Senhor Digno do meu louvor só Tu és, Senhor Digno da minha vida Tu és, Senhor Oh, eu sou teu Nome que é sobre todos é o Teu, Jesus Fonte da salvação só Tu és, Jesus Digno da minha vida Tu és, Jesus Oh, eu sou teu Eu sou teu Santo És incomparável És inigualável Abre os meus olhos, Senhor Mostra quem Tu és e enche o meu coração Do amor que faz mudar o mundo Digno desta canção só Tu és, Senhor Digno do meu louvor só Tu és, Senhor Digno da minha vida Tu és, Senhor Oh, eu sou teu Nome que é sobre todos é o Teu, Jesus Fonte da salvação só Tu és, Jesus Digno da minha vida Tu és, Jesus Oh, eu sou teu Eu sou teu Santo És incomparável És inigualável Abre os meus olhos, Senhor Mostra quem Tu és e enche o meu coração Do amor que faz mudar o mundo Santo És incomparável És inigualável Abre os meus olhos, Senhor Mostra quem Tu és e enche o meu coração Do amor que faz mudar o mundo Eu vou construir minha vida em Ti Tu és meu fundamento Eu vou confiar somente em Ti Não vou ser abalado Eu vou construir minha vida em Ti Tu és meu fundamento Eu vou confiar somente em Ti Não vou ser abalado Eu vou construir minha vida em Ti Tu és meu fundamento Eu vou confiar somente em Ti Não vou ser abalado Santo És incomparável És inigualável Abre os meus olhos, Senhor Mostra quem Tu és e enche o meu coração Do amor que faz mudar o mundo Santo És incomparável És inigualável Abre os meus olhos, Senhor Mostra quem Tu és e enche o meu coração Do amor que faz mudar o mundo Eu vou construir minha vida em Ti Tu és meu fundamento Eu vou confiar somente em Ti Não vou ser abalado","Worthy of this song only You are, Lord Worthy of my praise only You are, Lord Worthy of my life You are, Lord Oh, I am your Name that is above all is Yours, Jesus Source of salvation only You are, Jesus Worthy of my life You are, Jesus Oh, I am yours I am your Saint You are incomparable You are incomparable Open my eyes, Lord Show who You are and fill my heart With the love that changes the world Worthy of this song only You are, Lord Worthy of my praise only You are, Lord Worthy of my life You are, Lord Oh, I am Your Name that is above all is Yours, Jesus Source of salvation only You are, Jesus Worthy of my life You are, Jesus Oh, I I am yours I am your Saint You are incomparable You are incomparable Open my eyes, Lord Show who You are and fill my heart With the love that changes the world Holy You are incomparable You are incomparable Open my eyes, Lord Show who You are and fill the my heart Of the love that changes the world I will build my life on You You are my foundation I will trust only in You I will not be shaken I will build my life in You You are my foundation I will trust only in You I will not be shaken I will build my life on You You are my foundation I will trust only in You I will not be shaken Holy You are incomparable You are incomparable Open my eyes, Lord Show who You are and fill my heart With the love that changes the world Holy You are incomparable You are incomparable Open my eyes, Lord Show who You are and fill my heart With the love that changes the world I will build my life on You You are my foundation I will trust only in You I will not be shaken",https://www.letras.mus.br/juliano-son/eu-vou-construir/
Lugar de Delícias,Harpa Cristã,"Junto ao trono de Deus preparado Há, cristão, um lugar para ti Há perfumes, há gozo exaltado Há delicias profusas ali Sim, ali; sim, ali De Seus anjos fiéis rodeado Numa esfera de glória e de luz Junto a Deus nos espera Jesus Os encantos da terra não podem Dar ideia do gozo dali Se na terra os prazeres acodem São prazeres que acabam-se aqui Mas ali, mas ali As venturas eternas concorrem Co'a existência perpétua da luz A tornar-nos felizes com Jesus Conservemos em nossa lembrança As riquezas do lindo país E guardemos conosco a esperança De uma vida melhor, mais feliz Pois dali, pois dali Uma voz verdadeira não cansa De oferecer-nos do reino da luz O amor protetor de Jesus Se quisermos gozar da ventura Que no belo país haverá É somente pedir de alma pura Que de graça Jesus nos dará Pois dali, pois dali Todo cheio de amor, de ternura Desse amor que mostrou-nos na cruz Nos escuta, nos ouve Jesus","Next to the prepared throne of God There is, Christian, a place for you There are perfumes, there is exalted joy There are profuse delights there Yes, there; yes, there By His faithful angels surrounded In a sphere of glory and light Next to God Jesus awaits us The charms of earth cannot Give us any idea of ​​the joy there If on earth pleasures come They are pleasures that end here But there, but there Eternal bliss competes with the perpetual existence of light To make us happy with Jesus Let us keep in our memory The riches of the beautiful country And let us keep with us the hope Of a better, happier life From there, from there A true voice never tires Of offer us from the kingdom of light The protective love of Jesus If we want to enjoy the happiness That in the beautiful country there will be Just ask with a pure soul That for free Jesus will give us From there, from there All full of love, of tenderness Of that love that he showed us on the cross Listen to us, listen to us Jesus",https://www.letras.mus.br/harpa-crista/451259/
Deus Sabe o Que Faz,Leandro Borges,"Você não está entendendo Mas Deus sabe o que está fazendo Ele já viu o que você não tá vendo Deus sabe de tudo Ele ouviu conversas que você não imagina E o que fizeram às escondidas Tudo que armaram pra te derrubar no chão Foi aí que Ele colocou a mão Ele sabe a hora de interferir Sabe exatamente quando e onde deve agir Ele sabe porque tem o controle de tudo Deus sabe o que faz Ele sabe o que tira, Ele sabe o que traz Então, só confia e fique em paz Não, não tenha pressa Deus sabe o que faz Ele sabe o que tira, Ele sabe o que traz Então, só confia e fique em paz Não, não tenha pressa Deus sabe a porta que abre e a porta que fecha Ele ouviu conversas que você não imagina E o que fizeram às escondidas Tudo que armaram pra te derrubar no chão Foi aí que Ele colocou a mão Ele sabe a hora de interferir Sabe exatamente quando e onde deve agir Ele sabe porque tem o controle de tudo Deus sabe o que faz Ele sabe o que tira, Ele sabe o que traz Então, só confia e fique em paz Não, não tenha pressa (porque) Deus sabe o que faz Ele sabe o que tira, Ele sabe o que traz Então, só confia e fique em paz Não, não tenha pressa Deus sabe a porta que abre e a porta que fecha Deus sabe o que faz Ele sabe o que tira, Ele sabe o que traz Então, só confia e fique em paz Não, não tenha pressa Deus sabe o que faz Ele sabe o que tira, Ele sabe o que traz Então, só confia e fique em paz Não, não tenha pressa Deus sabe a porta que abre e a porta que fecha Deus sabe a porta que abre e a porta que fecha","You don't understand But God knows what He's doing He's already seen what you can't see God knows everything He heard conversations you can't imagine And what they did in secret Everything they set up to knock you to the ground That's where He put it the hand He knows when to interfere He knows exactly when and where he should act He knows because he has control of everything God knows what he does He knows what he takes, He knows what he brings So just trust and be at peace No, no be in a hurry God knows what he does He knows what he takes, He knows what he brings So, just trust and be at peace No, don't be in a hurry God knows the door that opens and the door that closes He heard conversations that you can't imagine And what they did in secret Everything they set up to knock you to the ground That's when He put His hand He knows when to interfere He knows exactly when and where he should act He knows because he has control of everything God knows what he does He knows what take away, He knows what he brings So, just trust and be at peace No, don't be in a hurry (because) God knows what he does He knows what he takes away, He knows what he brings So, just trust and be at peace No, no be in a hurry God knows the door that opens and the door that closes God knows what he does He knows what he takes, He knows what he brings So just trust and be at peace No, don't be in a hurry God knows what he does He knows what who takes away, He knows what he brings So, just trust and be at peace No, don't be in a hurry God knows the door that opens and the door that closes God knows the door that opens and the door that closes",https://www.letras.mus.br/leandro-borges/deus-sabe-o-que-faz/
Guarda o Que Tens,Lauriete,"Pare e pense: Pra onde estás indo? Os sinais já podes perceber A palavra de Deus está se cumprindo A Terra está vivendo o que Deus falou Que em breve iria acontecer É filho contra pai, nação contra nação As guerras aumentando, o mundo em confusão A peste, a fome, a sede, terremotos sem avisar Já se ouve em toda a Terra a humanidade a chorar O fim está chegando, a trombeta a tocar Guarda o que tens pra tua coroa ninguém roubar Ore um pouco mais, jejue um pouco mais Se consagre um pouco mais, santifica (santifica) Ore um pouco mais, jejue um pouco mais Se consagre um pouco mais, santifica A hora está chegando, não há tempo a perder O Espírito Santo clama: Santidade, oh, Igreja! Se convença do pecado, deixa o fogo purificar Oh, Igreja, tu és o alvo do inferno, vigia! Por onde teus pés têm ido e o que teus olhos veem? Será que tens ouvido o choro da Terra? Irmão, não se cale, deixa o Senhor te usar Guarda o que tens, Jesus voltando está (Jesus voltando está, Jesus voltando está, Jesus voltando está) Oh, Igreja, será que podes ver? O pecado ainda é pecado, o mundo quer te corromper Abra os olhos e os teus ouvidos Ouça a voz do Espírito de Deus a te dizer (Ore um pouco mais) Ore um pouco mais, jejue um pouco mais Se consagre um pouco mais, santifica Ore um pouco mais, jejue um pouco mais Se consagre um pouco mais, santifica A hora está chegando e não há tempo a perder O Espírito Santo clama: Santidade, oh, Igreja! Se convença do pecado, deixa o fogo purificar Oh, Igreja, tu és o alvo do inferno, vigia! Por onde teus pés têm ido e o que teus olhos veem? Será que tens ouvido o choro da Terra? Irmão, não se cale, deixa o Senhor te usar Guarda o que tens Por onde teus pés têm ido e o que teus olhos veem? Será que tens ouvido o choro da Terra? Irmão, não se cale, deixa o Senhor te usar Guarda o que tens, Jesus voltando está, Jesus voltando está (Jesus voltando está, Jesus voltando está, Jesus voltando está) Jesus voltando está, Jesus voltando está (Jesus voltando está) Jesus voltando está","Stop and think: Where are you going? You can already see the signs The word of God is being fulfilled The Earth is living what God said That would soon happen It's son against father, nation against nation Wars increasing, the world in confusion The pestilence, hunger, thirst, earthquakes without warning Humanity can be heard crying across the Earth The end is coming, the trumpet is blowing Keep what you have for your crown no one steals Pray a little more, fast a little more Consecrate a little more, sanctify (sanctify ) Pray a little more, fast a little more Consecrate a little more, sanctify The time is coming, there is no time to waste The Holy Spirit cries out: Holiness, oh, Church! Convince yourself of sin, let the fire purify Oh, Church, you are the target of hell, watch out! Where have your feet gone and what do your eyes see? Have you heard the Earth's cry? Brother, don't be silent, let the Lord use you Hold on to what you have, Jesus is coming back (Jesus is coming back, Jesus is coming back, Jesus is coming back) Oh, Church, can you see? Sin is still sin, the world wants to corrupt you Open your eyes and your ears Listen to the voice of the Spirit of God telling you (Pray a little more) Pray a little more, fast a little more Consecrate a little more, sanctify Pray a little more, fast a little more Consecrate a little more, sanctify The time is coming and there is no time to waste The Holy Spirit cries out: Holiness, oh, Church! Convince yourself of sin, let the fire purify Oh, Church, you are the target of hell, watch out! Where have your feet gone and what do your eyes see? Have you heard the Earth's cry? Brother, don't be silent, let the Lord use you Keep what you have Where have your feet gone and what do your eyes see? Have you heard the Earth's cry? Brother, don't be silent, let the Lord use you Hold on to what you have, Jesus is coming back, Jesus is coming back (Jesus is coming back, Jesus is coming back, Jesus is coming back) Jesus is coming back, Jesus is coming back (Jesus is coming back) Jesus is coming back it is",https://www.letras.mus.br/lauriete/1478760/
Vai Ser Tão Lindo,Misaias Oliveira,"Deus faz escravo ser governador Deus faz pastor de ovelhas se tornar rei de uma multidão Ele não vê aparência ou condição Ele não vê estrutura, e é por isso que Ele te escolheu É raro ter um coração igual ao teu Mas é preciso ser provado, preparado Não vai ser de qualquer maneira que Deus vai fazer Mas saiba que tudo já está preparado Esperando por você Vai ser tão lindo Quando Deus cumprir o que te prometeu Vai ser tão lindo Quando teu sonho sair do papel Você passou por coisas que ninguém passou Mas vai conquistar o que ninguém ainda conquistou Vai ser tão lindo Quando Deus cumprir o que te prometeu Vai ser tão lindo Quando teu sonho sair do papel Você passou por coisas que ninguém passou Mas vai conquistar o que ninguém ainda conquistou Mas é preciso ser provado, preparado Não vai ser de qualquer maneira que Deus vai fazer Mas saiba que tudo já está preparado Esperando por você Vai ser tão lindo Quando Deus cumprir o que te prometeu Vai ser tão lindo Quando teu sonho sair do papel Você passou por coisas que ninguém passou Mas vai conquistar o que ninguém ainda conquistou Vai ser tão lindo Quando Deus cumprir o que te prometeu Vai ser tão lindo Quando teu sonho sair do papel Você passou por coisas que ninguém passou Mas vai conquistar o que ninguém ainda conquistou Tá esperando por você o seu milagre Tá esperando por você tua vitória Tá esperando por você Atravesse esse deserto dando glória Tá esperando por você o seu milagre Tá esperando por você sua vitória Tá esperando por você Atravesse esse deserto dando glória Tá esperando por você o seu milagre Tá esperando por você sua vitória Tá esperando por você Atravesse esse deserto dando glória Vai ser tão lindo Quando Deus cumprir o que te prometeu Vai ser tão lindo Quando teu sonho sair do papel Você passou por coisas que ninguém passou Mas vai conquistar o que ninguém ainda conquistou (Vai ser tão lindo) vai ser tão lindo Quando Deus cumprir o que te prometeu Vai ser tão lindo Quando teu sonho sair do papel Você passou por coisas que ninguém passou Mas vai conquistar o que ninguém ainda conquistou (Você passou por coisas que ninguém passou) Mas vai conquistar o que ninguém ainda conquistou Eu creio, eu creio","God makes a slave a governor God makes a shepherd become king of a multitude He doesn't see appearance or condition He doesn't see structure, and that's why He chose you It's rare to have a heart like yours But you need to be tested, prepared It won't be any way that God will do it But know that everything is already prepared Waiting for you It will be so beautiful When God fulfills what he promised you It will be so beautiful When your dream comes to fruition You have been through things that no one has been through But it will conquer what no one has yet achieved It will be so beautiful When God fulfills what he promised you It will be so beautiful When your dream comes to fruition You have gone through things that no one has gone through But you will achieve what no one has yet achieved But you need to be proven, prepared No It's going to be any way God is going to do it But know that everything is already prepared Waiting for you It's going to be so beautiful When God fulfills what he promised you It's going to be so beautiful When your dream comes to fruition You've been through things that no one else has been through But you're going to conquer what no one has yet achieved It's going to be so beautiful When God fulfills what he promised you It's going to be so beautiful When your dream comes to fruition You've been through things that no one has been through But you're going to achieve what no one has yet achieved Your miracle is waiting for you It's waiting for you Your victory is waiting for you Cross this desert giving glory Your miracle is waiting for you Your victory is waiting for you It's waiting for you Cross this desert giving glory Your miracle is waiting for you Your victory is waiting for you Waiting for you for you Cross this desert giving glory It's going to be so beautiful When God fulfills what he promised you It's going to be so beautiful When your dream comes to fruition You've been through things that no one has been through But you're going to achieve what no one has yet achieved (It's going to be so beautiful) it's going to be be so beautiful When God fulfills what he promised you It will be so beautiful When your dream comes to fruition You went through things that no one has gone through But you will achieve what no one has yet achieved (You have gone through things that no one has gone through) But you will achieve what no one has still conquered I believe, I believe",https://www.letras.mus.br/misaias-oliveira/vai-ser-tao-lindo/
Celebrai Com Júbilo Ao Senhor,Corinhos Evangélicos,"Celebrai com júbilo ao Senhor Todos os moradores da Terra Servi ao Senhor com alegria Apresentai-vos a Ele com cânticos Sabei que o Senhor é bom E eterna é Sua bondade E a Sua fidelidade De geração em geração Aleluia, glória e aleluia Aleluia, glória e aleluia Aleluia, glória e aleluia Aleluia, glória e aleluia Aleluia, glória e aleluia Aleluia, glória e aleluia Aleluia, glória e aleluia Aleluia, glória e aleluia Celebrai com júbilo ao Senhor Todos os moradores da Terra Servi ao Senhor com alegria Apresentai-vos a Ele com cânticos Sabei que o Senhor é bom E eterna é Sua bondade E a Sua fidelidade De geração em geração Aleluia, glória e aleluia Aleluia, glória e aleluia Aleluia, glória e aleluia Aleluia, glória e aleluia Aleluia, glória e aleluia Aleluia, glória e aleluia Aleluia, glória e aleluia Aleluia, glória e aleluia Aleluia, glória e aleluia Aleluia, glória e aleluia Aleluia, glória e aleluia Aleluia, glória e aleluia Aleluia, glória e aleluia Aleluia, glória e aleluia Aleluia, glória e aleluia Aleluia, glória e aleluia Amém!","Celebrate the Lord with joy All you inhabitants of the Earth Serve the Lord with joy Present yourselves to Him with songs Know that the Lord is good And eternal is His goodness And His faithfulness From generation to generation Hallelujah, glory and hallelujah Hallelujah, glory and hallelujah Hallelujah, glory and hallelujah Hallelujah, glory and hallelujah Hallelujah, glory and hallelujah Hallelujah, glory and hallelujah Hallelujah, glory and hallelujah Hallelujah, glory and hallelujah Celebrate the Lord with joy All you inhabitants of the Earth Serve the Lord with joy Present yourselves to He with songs Know that the Lord is good And eternal is His goodness And His faithfulness From generation to generation Hallelujah, glory and hallelujah Hallelujah, glory and hallelujah Hallelujah, glory and hallelujah Hallelujah, glory and hallelujah Hallelujah, glory and hallelujah Hallelujah, glory and hallelujah Hallelujah, glory and hallelujah Hallelujah, glory and hallelujah Hallelujah, glory and hallelujah Hallelujah, glory and hallelujah Hallelujah, glory and hallelujah Hallelujah, glory and hallelujah Hallelujah, glory and hallelujah Hallelujah, glory and hallelujah Hallelujah, glory and hallelujah Hallelujah, glory and hallelujah Amen!",https://www.letras.mus.br/corinhos-evangelicos/1262022/
Maranata (Tema JA 2024),Ministério Jovem,"Nós temos um chamado Uma palavra a pregar Mensagem poderosa Que pode vidas transformar É nosso privilégio Servir, cumprindo a missão Levando esperança A toda tribo e nação Toda tribo e nação Maranata, Maranata Muito em breve Jesus voltará Maranata, Maranata Muito em breve Jesus voltará Temei a Deus e dai-lhe A honra, a glória e o louvor Pois é chegada a hora Do Seu juízo de amor É nosso privilégio A todo mundo anunciar As novas do Evangelho Que Jesus Cristo vai voltar (que Jesus Cristo vai voltar) Muito em breve vai voltar (vai voltar) Maranata, Maranata Muito em breve Jesus voltará Maranata, Maranata Muito em breve Jesus voltará Trabalhando em união Anunciando a Salvação Esperamos o raiar Tua luz irá brilhar Na Palavra, o alimento Da promessa ao cumprimento Esperamos o raiar Tua luz irá brilhar Trabalhando em união Anunciando a Salvação Esperamos o raiar Tua luz irá brilhar Na Palavra, o alimento Da promessa ao cumprimento Esperamos o raiar Tua luz irá brilhar Tua luz irá brilhar Maranata, Maranata Muito em breve Jesus voltará Maranata, Maranata Muito em breve Jesus voltará Maranata, Maranata Muito em breve Jesus voltará Maranata, Maranata Muito em breve Jesus voltará Muito em breve Jesus voltará Muito em breve Jesus voltará","We have a calling A word to preach Powerful message That can transform lives It is our privilege To serve, fulfilling the mission Bringing hope To every tribe and nation Every tribe and nation Maranata, Maranata Very soon Jesus will return Maranata, Maranata Very soon Jesus will return Fear to God and give Him The honor, the glory and the praise For the hour has come Of His judgment of love It is our privilege To announce to everyone The news of the Gospel That Jesus Christ will return (that Jesus Christ will return) Very soon will return (will return) Maranatha, Maranatha Very soon Jesus will return Maranatha, Maranatha Very soon Jesus will return Working in unity Announcing Salvation We wait for the dawn Your light will shine In the Word, the food From promise to fulfillment We wait for the dawn Your light will shine Working in unity Announcing Salvation We wait for the dawn Your light will shine In the Word, the food From promise to fulfillment We wait for the dawn Your light will shine Your light will shine Maranatha, Maranatha Very soon Jesus will return Maranatha, Maranatha Very soon Jesus will return Maranatha, Maranatha Very soon Jesus will return Maranatha, Maranatha Very soon Jesus will return Very soon Jesus will return Very soon Jesus will return",https://www.letras.mus.br/ministerio-jovem/maranata-tema-jovem-2024/
Eu Acalmo o Mar,Rose Nascimento,"Filho meu, não temas Não fiques assim desse jeito O seu clamor chegou a Mim, estou aqui Eu sei que o mal só vive cercando você na estrada Tentando roubar sua fé até desistir Pode ser grande o seu problema Mas Eu sou maior que tudo Acalmo esse vento forte e lhe ajudo a prosseguir Como ajudei os meus servos de outrora Não abandono a quem Me clama e chora Eu sou teu Deus, Eu sou teu Deus Eu acalmo o mar Não temas, ó meu filho, eu vim lhe ajudar Sou seu porto seguro, pode confiar Eu sou maior que tudo, então pra que temer? Eu estou com você Eu acalmo o mar Estou na sua frente, Sou seu guardião Lhe guardo e lhe seguro com as minhas mãos Eu sou maior que tudo e vou lhe abençoar Você vai triunfar Confia, vai em frente, não desista, não se entregue Veja a bandeira da vitória que se ergue Eu estou contigo, te ajudo, te liberto Toda tempestade Eu faço acalmar Eu sou o teu Senhor e te ajudo a toda hora Quem é contra ti vai contemplar a tua vitória Quando Eu abençoo, ninguém pode intervir Eu sou Deus (eu sou Deus), eu sou Deus Eu acalmo o mar Não temas, ó meu filho, eu vim lhe ajudar Sou seu porto seguro, pode confiar Eu sou maior que tudo, então pra que temer? Eu estou com você Eu acalmo o mar Estou na sua frente, sou seu guardião Lhe guardo e lhe seguro com as minhas mãos Eu sou maior que tudo e vou lhe abençoar Você irá cantar (o hino da vitória) Você irá cantar (o hino da vitória) Você irá cantar","My son, don't be afraid Don't stay like that Your cry has reached Me, I'm here I know that evil only lives surrounding you on the road Trying to steal your faith until you give up Your problem may be big But I'm bigger than everything I calm this strong wind and I help you to continue As I helped my servants of old I do not abandon those who cry and cry for Me I am your God, I am your God I calm the sea Do not be afraid, oh my son, I have come to help you I am your safe haven , you can trust I'm bigger than everything, so why fear? I am with you I calm the sea I am in front of you, I am your guardian I guard you and hold you with my hands I am greater than everything and I will bless you You will triumph Trust, go ahead, don't give up, don't give in See the flag of victory that rises I am with you, I help you, I free you Every storm I calm down I am your Lord and I help you at all times Whoever is against you will contemplate your victory When I bless, no one can intervene I am God (I am God), I am God I calm the sea Do not be afraid, oh my son, I came to help you I am your safe haven, you can trust I am bigger than everything, so why fear? I am with you I calm the sea I am in front of you, I am your guardian I guard you and hold you with my hands I am greater than everything and I will bless you You will sing (the anthem of victory) You will sing (the anthem of victory) victory) You will sing",https://www.letras.mus.br/rose-nascimento/679336/
"Sabes, Senhor",Músicas Católicas,"Sabes, senhor O que temos é tão pouco pra dar Mas este pouco Nós queremos com os irmãos compartilhar Queremos nesta hora Diante dos irmãos Comprometer a vida Buscando a união Sabes, senhor O que temos é tão pouco pra dar Mas este pouco Nós queremos com os irmãos compartilhar Sabemos que é difícil Os bens compartilhar Mas com a tua graça Senhor, podemos dar Sabes, senhor O que temos é tão pouco pra dar Mas este pouco Nós queremos com os irmãos compartilhar Olhando o teu exemplo Senhor, vamos seguir Fazendo o bem aos homens Sem nada exigir Sabes, senhor O que temos é tão pouco pra dar Mas este pouco Nós queremos com os irmãos compartilhar","You know, sir What we have is so little to give But this little We want to share with our brothers We want at this time In front of our brothers Committing our lives Seeking union You know, sir What we have is so little to give But this little We want with our brothers share We know it's difficult The goods to share But with your grace Lord, we can give You know, sir What we have is so little to give But this little We want to share with our brothers Looking at your example Lord, let's continue Doing good to those men Without demanding anything You know, sir What we have is so little to give But this little We want to share with our brothers",https://www.letras.mus.br/catolicas/sabes-senhor/
