title,author,lyric,lyric_en,href
Trouble,Coldplay,"Oh, no, I see A spider web is tangled up with me And I lost my head And thought of all the stupid things I'd said Oh, no, what's this? A spider web and I'm caught in the middle So I turned to run And thought of all the stupid things I'd done And I, I never meant to cause you trouble And I, I never meant to do you wrong And I, well, if I ever caused you trouble And oh, no, I never meant to do you harm Oh, no, I see A spider web, and it's me in the middle So I twist and turn But here am I in my little bubble Singing that I never meant to cause you trouble I never meant to do you wrong And I, well, if I ever caused you trouble Oh, no, I never meant to do you harm They spun a web for me They spun a web for me They spun a web for me","Oh, no, I see A spider web is tangled up with me And I lost my head And thought of all the stupid things I'd said Oh, no, what's this? A spider web and I'm caught in the middle So I turned to run And thought of all the stupid things I'd done And I, I never meant to cause you trouble And I, I never meant to do you wrong And I, well, if I ever caused you trouble And oh, no, I never meant to do you harm Oh, no, I see A spider web, and it's me in the middle So I twist and turn But here am I in my little bubble Singing that I never meant to cause you trouble I never meant to do you wrong And I, well, if I ever caused you trouble Oh, no, I never meant to do you harm They spun a web for me They spun a web for me They spun a web for me",https://www.letras.mus.br/coldplay/8092/
Blessings,Hollow Coves,"Sunlight fell and reminded me that life can be so gracious Sometimes And I felt like everything around me was connected Somehow At night, I hear the rhythm of the ocean as it breaks on The shore And I think about all the things that I am Grateful for And they say Hold on to the ones you love Keep 'em close to you And they say Hold on to this time we have And let the light shine through Sometimes I get a little bit emotional when I see love Unfold Two hearts bound by reflections of the memories they'll forever Hold And they say Hold on to the ones you love Keep 'em close to you And they say Hold on to this time we have And let the light shine through Ooh-ooh-ooh-ooh Ooh-ooh-ooh Ooh-ooh-ooh-ooh Ooh-ooh-ooh There are blessings all around you Open up your eyes Feel the sunlight fall upon you Let it free your mind There are blessings all around you Take a step outside Let your heart shine in a new light See it come alive And they say Hold on to the ones you love Keep 'em close to you And they say Hold on to this time we have And let the light shine through","Sunlight fell and reminded me that life can be so graceful Sometimes And I felt like everything around me was connected Somehow At night, I hear the rhythm of the ocean as it breaks on The shore And I think about all the things that I am Grateful for And they say Hold on to the ones you love Keep 'em close to you And they say Hold on to this time we have And let the light shine through Sometimes I get a little bit emotional when I see love Unfold Two hearts bound by reflections of the memories they'll forever Hold And they say Hold on to the ones you love Keep 'em close to you And they say Hold on to this time we have And let the light shine through Ooh-ooh-ooh-ooh Ooh-ooh- ooh Ooh-ooh-ooh-ooh Ooh-ooh-ooh There are blessings all around you Open up your eyes Feel the sunlight fall upon you Let it free your mind There are blessings all around you Take a step outside Let your heart shine in a new light See it come alive And they say Hold on to the ones you love Keep 'em close to you And they say Hold on to this time we have And let the light shine through",https://www.letras.mus.br/hollow-coves/blessings/
No. 1  Party Anthem,Arctic Monkeys,"So you’re on the prowl wondering whether She left already or not Leather jacket, collar popped like Cantona Never knowing when to stop Sunglasses indoors, par for the course Lights in the floors and sweat on the walls Cages and poles Call off the search for your soul Or put it on hold again She’s having a sly indoor smoke and She calls the folks who run this, her oldest friends Sipping her drink and laughing at imaginary jokes As all the signals are sent Her eyes invite you to approach And it seems as though those lumps in your throat That you just swallowed, have got you going Come on, come on, come on Come on, come on, come on Number one party anthem She’s a certified mind blower Knowing full well that I don’t I may suggest there’s somewhere from which I might know her Just to get the ball to roll Drunken monologues, confused because It’s not like I’m falling in love I just want you to do me no good And you look like you could Come on, come on, come on Come on, come on, come on Number one party anthem Come on, come on, come on Before the moment's gone Number one party anthem Yeah, yeah The look of love The rush of blood The she’s with me The gallic shrug The shutterbugs The Camera Plus The black and white and the colour dodge The good time girls The cubicles The house of fun The number one party anthem Come on, come on, come on Come on, come on, come on Come on, come on, come on Come on, come on, come on Before the moment's gone Number one party anthem Number one party anthem Number one party anthem Yeah, yeah","So you're on the prowl wondering whether She left already or not Leather jacket, collar popped like Cantona Never knowing when to stop Sunglasses indoors, par for the course Lights in the floors and sweat on the walls Cages and poles Call off the search for your soul Or put it on hold again She's having a sly indoor smoke and She calls the folks who run this, her oldest friends Sipping her drink and laughing at imaginary jokes As all the signals are sent Her eyes invite you to approach And it seems as though those lumps in your throat That you just swallowed, have got you going Come on, come on, come on Come on, come on, come on Number one party anthem She's a certified mind blower Knowing full well that I don't I may suggest there's somewhere from which I might know her Just to get the ball to roll Drunken monologues, confused because It's not like I'm falling in love I just want you to do me no good And you look like you could Come on, come on , come on Come on, come on, come on Number one party anthem Come on, come on, come on Before the moment's gone Number one party anthem Yeah, yeah The look of love The rush of blood The she's with me The gallic shrug The shutterbugs The Camera Plus The black and white and the color dodge The good time girls The cubicles The house of fun The number one party anthem Come on, come on, come on Come on, come on, come on Come on, come on, come on Come on, come on, come on Before the moment's gone Number one party anthem Number one party anthem Number one party anthem Yeah, yeah",https://www.letras.mus.br/arctic-monkeys/no-1-party-anthem/
The Future Is A Foreign Land,Ghost,"Fifteen years from now I know it feels remote But picture it somehow In your head It's 1984 And knocking on your door Is the Brownshirt Stasi guard Boom, you're gone And in the blood of the Kennedys The good ones get shot And in the absence of sympathies Won't you hear me out? When it all burns down When it all burns down I will hold you close for the minute Yeah, I'll hold you for the minute it takes Fifty-five years from now (ooh) I know it sounds insane (ooh) The dark fascist regime might be gone (might be gone) Oh, if you by then have forgiven me (ooh) When push comes to shove We don't have to be enemies (ah-ah) Won't you hear me out? When it all burns down When it all burns down I will hold you close for the minute For the minute When it all burns down And the flames devour everything that we are I will hold you for the minute I will hold you for the minute it takes With these words at hand The future is a foreign land So let us pray for more In 2024 (2024) we could grow old together (2024) we could love one another (2024) and there will from then be peace forevermore (forever) Peace forevermore (and forever) But if it all burns down If it all burns down I will hold you close for the minute For the minute If it all burns down And the flames devour everything that we are I will hold you for the minute I will hold you for the minute it takes","Fifteen years from now I know it feels remote But picture it somehow In your head It's 1984 And knocking on your door Is the Brownshirt Stasi guard Boom, you're gone And in the blood of the Kennedys The good ones get shot And in the absence of sympathies Won't you hear me out? When it all burns down When it all burns down I will hold you close for the minute Yeah, I'll hold you for the minute it takes Fifty-five years from now (ooh) I know it sounds insane (ooh) The dark fascist regime might be gone (might be gone) Oh, if you by then have forgiven me (ooh) When push comes to shove We don't have to be enemies (ah-ah) Won't you hear me out? When it all burns down When it all burns down I will hold you close for the minute For the minute When it all burns down And the flames devour everything that we are I will hold you for the minute I will hold you for the minute it takes With these words at hand The future is a foreign land So let us pray for more In 2024 (2024) we could grow old together (2024) we could love one another (2024) and there will from then be peace forevermore (forever) Peace forevermore (and forever) But if it all burns down If it all burns down I will hold you close for the minute For the minute If it all burns down And the flames devour everything that we are I will hold you for the minute I will hold you for the minute it takes",https://www.letras.mus.br/ghost/the-future-is-a-foreign-land/
I Am The Highway,Audioslave,"Pearls and swine bereft of me Long and weary my road has been I was lost in the cities Alone in the hills No sorrow or pity For leaving, I feel I am not your rolling wheels I am the highway I am not your carpet ride I am the sky Friends and liars Don't wait for me Cause I'll get on All by myself I put millions of miles Under my heels And still Too close to you, I feel I am not your rolling wheels I am the highway I am not your carpet ride I am the sky I am not your blowing wind I am the lightning I am not your autumn Moon I am the night The night I am not your rolling wheels I am the highway I am not your carpet ride I am the sky I am not your blowing wind I am the lightning I am not your autumn Moon I am the night The night","Pearls and swine bereft of me Long and weary my road has been I was lost in the cities Alone in the hills No sorrow or pity For leaving, I feel I am not your rolling wheels I am the highway I am not your carpet ride I am the sky Friends and liars Don't wait for me Cause I'll get on All by myself I put millions of miles Under my heels And still Too close to you, I feel I am not your rolling wheels I am the highway I am not your carpet ride I am the sky I am not your blowing wind I am the lightning I am not your autumn Moon I am the night The night I am not your rolling wheels I am the highway I am not your carpet ride I am the sky I am not your blowing wind I am the lightning I am not your autumn Moon I am the night The night",https://www.letras.mus.br/audioslave/66886/
Here I Go Again,Whitesnake,"I don't know where I'm going But I sure know where I've been Hanging on the promises in songs of yesterday And I've made up my mind I ain't wasting no more time Here I go again Here I go again Though I keep searching for an answer I never seem to find what I'm looking for Lord, I pray you give me strength to carry on 'Cause I know what it means To walk along the lonely street of dreams Here I go again on my own Going down the only road I've ever known Like a drifter, I was born to walk alone But I've made up my mind I ain't wasting no more time I'm just another heart in need of rescue Waiting on love's sweet charity And I'm gonna hold on for the rest of my days 'Cause I know what it means To walk along the lonely street of dreams And here I go again on my own Going down the only road I've ever known Like a drifter, I was born to walk alone And I've made up my mind I ain't wasting no more time But here I go again Here I go again Here I go again Here I go 'Cause I know what it means To walk along the lonely street of dreams And here I go again on my own Going down the only road I've ever known Like a drifter, I was born to walk alone And I've made up my mind I ain't wasting no more time And here I go again on my own Going down the only road I've ever known Like a drifter, I was born to walk alone 'Cause I know what it means To walk along the lonely street of dreams","I don't know where I'm going But I sure know where I've been Hanging on the promises in songs of yesterday And I've made up my mind I ain't wasting no more time Here I go again Here I go again Though I keep searching for an answer I never seem to find what I'm looking for Lord, I pray you give me strength to carry on 'Cause I know what it means To walk along the lonely street of dreams Here I go again on my own Going down the only road I've ever known Like a drifter, I was born to walk alone But I've made up my mind I ain't wasting no more time I'm just another heart in need of rescue Waiting on love's sweet charity And I'm gonna hold on for the rest of my days 'Cause I know what it means To walk along the lonely street of dreams And here I go again on my own Going down the only road I've ever known Like a drifter, I was born to walk alone And I've made up my mind I ain't wasting no more time But here I go again Here I go again Here I go again Here I go 'Cause I know what it means To walk along the lonely street of dreams And here I go again on my own Going down the only road I've ever known Like a drifter, I was born to walk alone And I've made up my mind I ain't wasting no more time And here I go again on my own Going down the only road I've ever known Like a drifter, I was born to walk alone 'Cause I know what it means To walk along the lonely street of dreams",https://www.letras.mus.br/whitesnake/42778/
Sereia,Lulu Santos,"Clara como a luz do Sol Clareira luminosa nessa escuridão Bela como a luz da Lua Estrela do oriente nesses mares do sul Clareira azul no céu Na paisagem Será magia, miragem, milagre Será mistério Clara como a luz do Sol Clareira luminosa Nessa escuridão Bela como a luz da Lua Estrela do oriente Nesses mares do sul Clareira azul no céu Na paisagem Será magia, miragem, milagre Será mistério Prateando horizontes Brilham rios, fontes Numa cascata de luz No espelho dessas águas Vejo a face luminosa do amor As ondas vão e vem E vão e são como o tempo Luz do divinal querer Seria uma sereia Ou seria só Delírio tropical, fantasia Ou será um sonho de criança Sob o Sol da manhã Clara como a luz do Sol Clareira luminosa Nessa escuridão, hum! Hum! Bela como a luz da Lua Estrela do oriente Nesses mares do sul Clareira azul no céu Na paisagem Será magia, miragem, milagre Será mistério Prateando horizontes Brilham rios, fontes Numa cascata de luz No espelho dessas águas Vejo a face luminosa do amor As ondas vão e vem E vão e são como o tempo Luz do divinal querer Seria uma sereia Ou seria só Delírio tropical, fantasia Ou será um sonho de criança Sob o Sol da manhã","Clear as the light of the Sun Luminous clearing in this darkness Beautiful as the light of the Moon Eastern star in these southern seas Blue glade in the sky In the landscape It will be magic, mirage, miracle It will be mystery Clear as the light of the Sun Luminous clearing In this darkness Beautiful as the light of the Moon Star of the east In these southern seas Blue clearing in the sky In the landscape It will be magic, mirage, miracle It will be mystery Silvering horizons Rivers, fountains shine In a cascade of light In the mirror of these waters I see the luminous face of love The waves come and go And vain and are like time Light of divine desire Would it be a mermaid Or would it just be Tropical delirium, fantasy Or would it be a child's dream Under the morning sun Clear as the sunlight Luminous clearing In this darkness, hum! Hmm! Beautiful as the light of the Moon Eastern star In these southern seas Blue clearing in the sky In the landscape It will be magic, mirage, miracle It will be mystery Silvering horizons Rivers, fountains shine In a cascade of light In the mirror of these waters I see the luminous face of love The waves go and it comes And they go and they are like time Light of divine desire Would it be a mermaid Or would it just be Tropical delirium, fantasy Or would it be a child's dream Under the morning sun",https://www.letras.mus.br/lulu-santos/35066/
Elephant Gun,Beirut,"If I was young, I'd flee this town I'd bury my dreams underground As did I, we drink to die We drink tonight Far from home, elephant guns Let's take them down one by one We'll lay it down It's not been found, it's not around Let the seasons begin It rolls right on Let the seasons begin Take the big game down Let the seasons begin It rolls right on Let the seasons begin Take the big game down Oh, oh, ah, ah, ah Oh, oh, ah, ah, ah Oh, oh, ah, ah, ah Oh, oh, ah, ah, ah And it rips through the silence of our camp at night And it rips through the night, all night, all night And it rips through the silence of our camp at night And it rips through the silence All that is left is all that I hide","If I was young, I'd flee this town I'd bury my dreams underground As I did, we drink to die We drink tonight Far from home, elephant guns Let's take them down one by one We'll lay it down It's not been found, it's not around Let the seasons begin It rolls right on Let the seasons begin Take the big game down Let the seasons begin It rolls right on Let the seasons begin Take the big game down Oh, oh, ah, ah, ah Oh , oh, ah, ah, ah Oh, oh, ah, ah, ah Oh, oh, ah, ah, ah And it rips through the silence of our camp at night And it rips through the night, all night, all night And it rips through the silence of our camp at night And it rips through the silence All that is left is all that I hide",https://www.letras.mus.br/beirut/892956/
The Pretender,Foo Fighters,"Keep you in the dark You know they all pretend Keep you in the dark And so it all began Send in your skeletons Sing as their bones go marching in again They need you buried deep The secrets that you keep are at the ready Are you ready? I'm finished making sense Done pleading ignorance That whole defense Spinning infinity, boy The wheel is spinning me It's never ending, never ending Same old story What if I say I'm not like the others? What if I say I'm not just another one of your plays? You're the pretender What if I say that I will never surrender? What if I say I'm not like the others? What if I say I'm not just another one of your plays? You're the pretender What if I say that I'll never ever surrender? In time or so I'm told I'm just another soul for sale, oh, well The page is out of print We are not permanent We're temporary, temporary Same old story What if I say I'm not like the others? What if I say I'm not just another one of your plays? You're the pretender What if I say that I'll never surrender? What if I say I'm not like the others? What if I say I'm not just another one of your plays? You're the pretender What if I say I will never surrender? I'm the voice inside your head You refuse to hear I'm the face that you have to face Mirrored in your stare I'm what's left, I'm what's right I'm the enemy I'm the hand that'll take you down Bring you to your knees So, who are you? Yeah, who are you? Yeah, who are you? Yeah, who are you? Keep you in the dark You know they all pretend What if I say I'm not like the others? What if I say I'm not just another one of your plays? You're the pretender What if I say I will never surrender? What if I say I'm not like the others? What if I say I'm not just another one of your plays? You're the pretender What if I say that I'll never surrender? What if I say you're not like the others? (Keep you in the dark) What if I say I'm not just another one of your plays? (You know they all) You're the pretender (pretend) What if I say I will never surrender? What if I say I'm not like the others? (Keep you in the dark) What if I say I'm not just another one of your plays? (You know they all) You're the pretender (pretend) What if I say I will never surrender? So, who are you? Yeah, who are you? Yeah, who are you?","Keep you in the dark You know they all intend Keep you in the dark And so it all began Send in your skeletons Sing as their bones go marching in again They need you buried deep The secrets that you keep are at the ready Are you ready? I'm finished making sense Done pleading ignorance That whole defense Spinning infinity, boy The wheel is spinning me It's never ending, never ending Same old story What if I say I'm not like the others? What if I say I'm not just another one of your plays? You're the pretender What if I say that I will never surrender? What if I say I'm not like the others? What if I say I'm not just another one of your plays? You're the pretender What if I say that I'll never ever surrender? In time or so I'm told I'm just another soul for sale, oh, well The page is out of print We are not permanent We're temporary, temporary Same old story What if I say I'm not like the others ? What if I say I'm not just another one of your plays? You're the pretender What if I say that I'll never surrender? What if I say I'm not like the others? What if I say I'm not just another one of your plays? You're the pretender What if I say I will never surrender? I'm the voice inside your head You refuse to hear I'm the face that you have to face Mirrored in your stare I'm what's left, I'm what's right I'm the enemy I'm the hand that'll take you down Bring you to your knees So, who are you? Yeah, who are you? Yeah, who are you? Yeah, who are you? Keep you in the dark You know they all intend What if I say I'm not like the others? What if I say I'm not just another one of your plays? You're the pretender What if I say I will never surrender? What if I say I'm not like the others? What if I say I'm not just another one of your plays? You're the pretender What if I say that I'll never surrender? What if I say you're not like the others? (Keep you in the dark) What if I say I'm not just another one of your plays? (You know them all) You're the pretender (pretend) What if I say I will never surrender? What if I say I'm not like the others? (Keep you in the dark) What if I say I'm not just another one of your plays? (You know them all) You're the pretender (pretend) What if I say I will never surrender? So, who are you? Yeah, who are you? Yeah, who are you?",https://www.letras.mus.br/foo-fighters/1052411/
New Year's Day,U2,"Yeah! All is quiet on New Year's Day A world in white gets underway I want to be with you, be with you night and day Nothing changes on New Year's Day On New Year's Day I will be with you again (oh) I will be with you again (oh) Under a blood red sky A crowd has gathered in black and white Arms entwined, the chosen few The newspaper says, says Say it's true, it's true And we can break through Though torn in two We can be one I, I will begin again (oh) I, I will begin again (oh) Yeah, oh! Oh, maybe the time is right Oh, maybe tonight I will be with you again (oh) I will be with you again (oh) And so we're told this is the golden age And gold is the reason for the wars we wage Though I want to be with you, be with you night and day Nothing changes On New Year's Day On New Year's Day On New Year's Day","Yeah! All is quiet on New Year's Day A world in white gets underway I want to be with you, be with you night and day Nothing changes on New Year's Day On New Year's Day I will be with you again (oh) I will be with you again (oh) Under a blood red sky A crowd has gathered in black and white Arms entwined, the chosen few The newspaper says, says Say it's true, it's true And we can break through Though torn in two We can be one I, I will begin again (oh) I, I will begin again (oh) Yeah, oh! Oh, maybe the time is right Oh, maybe tonight I will be with you again (oh) I will be with you again (oh) And so we're told this is the golden age And gold is the reason for the wars we wage Though I want to be with you, be with you night and day Nothing changes On New Year's Day On New Year's Day On New Year's Day",https://www.letras.mus.br/u2/3/
Civil War,Guns N' Roses,"(What we've got here is failure to communicate Some men you just can't reach So you get what we had here last week Which is the way he wants it, well, he gets it I don't like it any more than you, man) Look at your young men fighting Look at your women crying Look at your young men dying The way they've always done before Look at the hate we're breeding Look at the fear we're feeding Look at the lives we're leading The way we've always done before My hands are tied The billions shift from side to side And the wars go on with brainwashed pride For the love of God and our human rights And all these things are swept aside By bloody hands, time can't deny And are washed away by your genocide And history hides the lies of our civil wars Did you wear a black armband When they shot the man Who said peace could last forever? And in my first memories They shot Kennedy I went numb when I learned to see So I never fell for Vietnam We got the wall of D.C. to remind us all That you can't trust freedom When it's not in your hands When everybody's fighting For their promised land And I don't need your civil war It feeds the rich while it buries the poor You're power hungry, sellin' soldiers In a human grocery store, ain't that fresh? I don't need your civil war No, no, no, no, no Look at the shoes you're filling Look at the blood we're spilling Look at the world we're killing The way we've always done before Look in the doubt we've wallowed Look at the leaders we've followed Look at the lies we've swallowed And I don't wanna hear no more My hands are tied For all I've seen has changed my mind Still the wars go on as the years go by With no love of God or human rights 'Cause all these dreams are swept aside By bloody hands of the hypnotized Who carry the cross of homicide And history bears the scars  Of our civil wars (We practice selective annihilation Of mayors and government officials For example, to create a vacuum Then we fill that vacuum As popular war advances Peace is closer) I don't need your civil war It feeds the rich while it buries the poor You're power hungry, sellin' soldiers In a human grocery store, ain't that fresh? And I don't need your civil war No, no, no, no, no No, no, no, no, no I don't need your civil war I don't need your civil war You're power hungry, sellin' soldiers In a human grocery store, ain't that fresh? I don't need your civil war No, no, no, no, no No, no, no, oh no, oh no I don't need one more war I don't need one more war No, no, no, no, oh no, oh no What's so civil about war, anyway?","(What we've got here is failure to communicate to Some men you just can't reach So you get what we had here last week Which is the way he wants it, well, he gets it I don't like it any more than you, man) Look at your young men fighting Look at your women crying Look at your young men dying The way they've always done before Look at the hate we're breeding Look at the fear we're feeding Look at the lives we 're leading The way we've always done before My hands are tied The billions shift from side to side And the wars go on with brainwashed pride For the love of God and our human rights And all these things are swept aside By bloody hands, time can't deny And are washed away by your genocide And history hides the lies of our civil wars Did you wear a black armband When they shot the man Who said peace could last forever? And in my first memories They shot Kennedy I went numb when I learned to see So I never fell for Vietnam We got the wall of D.C. to remind us all That you can't trust freedom When it's not in your hands When everybody's fighting For their promised land And I don't need your civil war It feeds the rich while it buries the poor You're power hungry, sellin' soldiers In a human grocery store, ain't that fresh? I don't need your civil war No, no, no, no, no Look at the shoes you're filling Look at the blood we're spilling Look at the world we're killing The way we've always done before Look in the doubt we've wallowed Look at the leaders we've followed Look at the lies we've swallowed And I don't wanna hear no more My hands are tied For all I've seen has changed my mind Still the wars go on as the years go by With no love of God or human rights 'Cause all these dreams are swept aside By bloody hands of the hypnotized Who carries the cross of homicide And history bears the scars Of our civil wars (We practice selective annihilation Of mayors and government officials For example, to create a vacuum Then we fill that vacuum As popular war advances Peace is closer) I don't need your civil war It feeds the rich while it buries the poor You're power hungry, sellin' soldiers In a human grocery store, ain't that fresh? And I don't need your civil war No, no, no, no, no No, no, no, no, no I don't need your civil war I don't need your civil war You're power hungry, sellin ' soldiers In a human grocery store, ain't that fresh? I don't need your civil war No, no, no, no, no No, no, no, oh no, oh no I don't need one more war I don't need one more war No, no, no, no, oh no, oh no What's so civil about war, anyway?",https://www.letras.mus.br/guns-n-roses/17113/
What You Won't Do For Love,Bobby Caldwell,"I guess you wonder where I've been I searched to find a love within I came back to let you know Got a thing for you and I can't let go My friends wonder what is wrong with me Well, I'm in a daze from your love, you see I came back to let you know Got a thing for you and I can't let it go Some people go around the world for love But they may never find what they dream of What you won't do Do for love You've tried everything But you don't give up In my world, only you Make me do for love what I would not do My friends wonder what is wrong with me Well, I'm in a daze from your love, you see I came back to let you know Got a thing for you and I can't let go And though I only want the best, it's true I can't believe the things I do for you What you won't do Do for love You've tried everything But you won't give up In my world, only you Make me do for love what I would not do Make me do for love what I would not do Make me do for love what I would not do Make me do for love what I would not do","I guess you wonder where I've been I searched to find a love within I came back to let you know Got a thing for you and I can't let go My friends wonder what is wrong with me Well, I'm in a daze from your love, you see I came back to let you know Got a thing for you and I can't let it go Some people go around the world for love But they may never find what they dream of What you won't do Do for love You've tried everything But you don't give up In my world, only you Make me do for love what I wouldn't do My friends wonder what is wrong with me Well, I'm in a daze from your love , you see I came back to let you know Got a thing for you and I can't let go And though I only want the best, it's true I can't believe the things I do for you What you won't do Do for love You've tried everything But you won't give up In my world, only you Make me do for love what I wouldn't do Make me do for love what I wouldn't do Make me do for love what I wouldn't do Make me do for love what I wouldn't do",https://www.letras.mus.br/bobby-caldwell/557799/
Money,Pink Floyd,"Money, get away You get a good job with more pay and you're okay Money, it's a gas Grab that cash with both hands and make a stash New car, caviar, four-star daydream Think I'll buy me a football team Money, get back I'm alright, Jack Keep your hands off of my stack Money, it's a hit Ah, don't give me that do-goody-good bullshit I'm in the high-fidelity, first class travelling set And I think I need a Learjet Money, it's a crime Share it fairly, but don't take a slice of my pie Money, so they say Is the root of all evil today But if you ask for a rise, it's no surprise That they're giving none away Away, away, away Away, away, away Away, oh Yeah, I was in the right Yes, absolutely in the right I certainly was in the right! Yeah, I was definitely in the right That geezer was cruising for a bruising Yeah! Why does anyone do anything? I don't know, I was really drunk at the time I was just telling him it was in He could get it in Number Two He was asking why it wasn't coming up on fader eleven After, I was yelling and screaming and telling him Why it wasn't coming up on fader eleven It came to a heavy blow Which sorted the matter out","Money, get away You get a good job with more pay and you're okay Money, it's a gas Grab that cash with both hands and make a stash New car, caviar, four-star daydream Think I'll buy me a football team Money, get back I'm alright, Jack Keep your hands off my stack Money, it's a hit Ah, don't give me that do-goody-good bullshit I'm in the high-fidelity, first class traveling set And I think I need a Learjet Money, it's a crime Share it fairly, but don't take a slice of my pie Money, so they say Is the root of all evil today But if you ask for a rise, it's no surprise That they 're giving none away Away, away, away Away, away, away Away, oh Yeah, I was in the right Yes, absolutely in the right I certainly was in the right! Yeah, I was definitely in the right That geezer was cruising for a bruising Yeah! Why does anyone do anything? I don't know, I was really drunk at the time I was just telling him it was in He could get it in Number Two He was asking why it wasn't coming up on fader eleven After, I was yelling and screaming and telling him Why it wasn't coming up on fader eleven It came to a heavy blow Which sorted the matter out",https://www.letras.mus.br/pink-floyd/63079/
(I Can't Get No) Satisfaction,The Rolling Stones,"I can't get no satisfaction I can't get no satisfaction 'Cause I try, and I try, and I try, and I try I can't get no I can't get no When I'm drivin' in my car And that man comes on the radio He's tellin' me more and more About some useless information Supposed to fire my imagination I can't get no Oh, no, no, no Hey, hey, hey That's what I say I can't get no satisfaction I can't get no satisfaction 'Cause I try, and I try, and I try, and I try I can't get no I can't get no When I'm watchin' my TV And that man comes on to tell me How white my shirts can be But he can't be a man, 'cause he doesn't smoke The same cigarettes as me I can't get no Oh, no, no, no Hey, hey, hey That's what I say I can't get no satisfaction I can't get no girl reaction 'Cause I try, and I try, and I try, and I try I can't get no I can't get no When I'm ridin' 'round the world And I'm doin' this and I'm signing that And I'm tryin' to make some girl Who tells me: Baby, better come back later next week 'Cause you see I'm on a losing streak I can't get no Oh, no, no, no Hey, hey, hey That's what I say I can't get no I can't get no I can't get no satisfaction No satisfaction No satisfaction No satisfaction I can't get no","I can't get no satisfaction 'Cause I try, and I try, and I try, and I try I can't get no I can't get no When I'm drivin' in my car And that man comes on the radio He's tellin' me more and more About some useless information Supposed to fire my imagination I can't get no Oh, no, no, no Hey, hey, hey That's what I say I can't get no satisfaction I can't get no satisfaction 'Cause I try, and I try, and I try, and I try I can't get no I can't get no When I'm watchin' my TV And that man comes on to tell me How white my shirts can be But he can't be a man, 'cause he doesn't smoke The same cigarettes as me I can't get no Oh, no, no, no Hey, hey, hey That's what I say I can't get no satisfaction I can't get no girl reaction 'Cause I try, and I try, and I try, and I try I can't get no I can't get no When I'm ridin' 'round the world And I'm doin' this and I'm signing that And I'm tryin' to make some girl Who tells me: Baby, better come back later next week 'Cause you see I'm on a losing streak I can't get no Oh, no, no, no Hey, hey, hey That's what I say I can't get no I can't get no I can't get no satisfaction No satisfaction No satisfaction No satisfaction I can't get no",https://www.letras.mus.br/the-rolling-stones/33914/
Can You Feel My Heart,Bring Me The Horizon,"Can you hear the silence? Can you see the dark? Can you fix the broken? Can you feel, can you feel my heart? Can you help the hopeless? Well, I'm begging on my knees Can you save my bastard soul? Will you wait for me? I'm sorry, brothers So sorry, lover Forgive me, father I love you, mother Can you hear the silence? Can you see the dark? Can you fix the broken? Can you feel my heart? Can you feel my heart? Can you feel my heart? Can you feel my heart? I'm scared to get close and I hate being alone I long for that feeling to not feel at all The higher I get, the lower I'll sink I can't drown my demons, they know how to swim I'm scared to get close and I hate being alone I long for that feeling to not feel at all The higher I get, the lower I'll sink I can't drown my demons, they know how to swim I'm scared to get close and I hate being alone I long for that feeling to not feel at all The higher I get, the lower I'll sink I can't drown my demons, they know how to swim Can you feel my heart? Can you hear the silence? Can you see the dark? Can you fix the broken? Can you feel, can you feel my heart?","Can you hear the silence? Can you see the dark? Can you fix the broken one? Can you feel, can you feel my heart? Can you help the hopeless? Well, I'm begging on my knees Can you save my bastard soul? Will you wait for me? I'm sorry, brothers So sorry, lover Forgive me, father I love you, mother Can you hear the silence? Can you see the dark? Can you fix the broken one? Can you feel my heart? Can you feel my heart? Can you feel my heart? Can you feel my heart? I'm scared to get close and I hate being alone I long for that feeling to not feel at all The higher I get, the lower I'll sink I can't drown my demons, they know how to swim I'm scared to get close and I hate being alone I long for that feeling to not feel at all The higher I get, the lower I'll sink I can't drown my demons, they know how to swim I'm scared to get close and I hate being alone I long for that feeling to not feel at all The higher I get, the lower I'll sink I can't drown my demons, they know how to swim Can you feel my heart? Can you hear the silence? Can you see the dark? Can you fix the broken one? Can you feel, can you feel my heart?",https://www.letras.mus.br/bring-me-the-horizon/can-you-feel-my-heart/
Bridge Over Troubled Water,Simon & Garfunkel,"When you're weary Feeling small When tears are in your eyes I will dry them all I'm on your side When times get rough And friends just can't be found Like a bridge over troubled water I will lay me down Like a bridge over troubled water I will lay me down When you're down and out When you're on the street When evening falls so hard I will comfort you I'll take your part When darkness comes And pain is all around Like a bridge over troubled water I will lay me down Like a bridge over troubled water I will lay me down Sail on, silver girl Sail on by Your time has come to shine All your dreams are on their way See how they shine If you need a friend I'm sailing right behind Like a bridge over troubled water I will ease your mind Like a bridge over troubled water I will ease your mind","When you're weary Feeling small When tears are in your eyes I will dry them all I'm on your side When times get rough And friends just can't be found Like a bridge over troubled water I will lay me down Like a bridge over troubled water I will lay me down When you're down and out When you're on the street When evening falls so hard I will comfort you I'll take your part When darkness comes And pain is all around Like a bridge over troubled water I will lay me down Like a bridge over troubled water I will lay me down Sail on, silver girl Sail on by Your time has come to shine All your dreams are on their way See how they shine If you need a friend I'm sailing right behind Like a bridge over troubled water I will ease your mind Like a bridge over troubled water I will ease your mind",https://www.letras.mus.br/simon-e-garfunkel/36243/
